0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0 	0 	0 	0 	0
0.295093 	114.124 	0.247672 	4.63045 	2.99945
0.373146 	119.629 	-0.0137987 	5.9585 	2.28558
0.352614 	145.466 	-0.386998 	7.22552 	2.17717
0.288311 	96.1271 	0.587431 	2.97056 	3.57616
0.383129 	94.7743 	2.83547 	0.453817 	2.80203
0.333713 	141.917 	-0.577762 	6.97818 	1.96556
0.420296 	118.727 	0.220213 	4.87179 	2.37668
0.373183 	175.566 	-1.20384 	9.55097 	2.28564
0.312769 	117.766 	0.153268 	5.00904 	2.72373
0.355754 	117.836 	0.00927965 	5.77439 	2.39625
0.377042 	146.326 	-0.610252 	7.20435 	1.92126
0.39071 	89.2568 	0.503014 	3.66533 	2.43963
0.38945 	80.0951 	0.585396 	2.92251 	3.04269
0.371384 	95.9768 	0.459514 	3.64306 	2.78042
0.265537 	131.462 	-0.144301 	5.32583 	2.63186
0.373077 	97.4436 	0.340277 	4.14741 	2.76686
0.386693 	149.819 	-0.51786 	7.75581 	1.99911
0.395704 	129.475 	-0.0684066 	5.66343 	2.30701
0.369969 	87.9143 	0.507765 	3.35277 	2.88909
0.435028 	83.1864 	0.391431 	3.88674 	2.65806
0.428631 	78.8024 	0.382141 	3.89762 	2.71434
0.382012 	87.0055 	0.42479 	3.61302 	2.85093
0.313576 	132.173 	-0.173238 	5.59612 	2.55561
0.36449 	126.342 	-0.0145761 	5.94462 	2.31709
0.301508 	116.547 	0.24638 	4.65496 	2.75379
0.327607 	125.629 	-0.149739 	6.33275 	2.29253
0.309764 	120.935 	0.180321 	4.99227 	2.58068
0.353209 	128.063 	0.0887523 	5.52071 	2.39738
0.351499 	155.131 	-0.566328 	7.73402 	2.5587
0.399565 	127.133 	-0.13119 	5.89392 	2.21335
0.37499 	135.913 	-0.328046 	6.43223 	2.05752
0.407034 	156.772 	-0.606428 	8.00839 	2.5386
0.350139 	129.624 	-0.0438695 	6.0303 	2.28644
0.335913 	112.436 	0.0896349 	5.34713 	2.58257
0.389716 	111.997 	0.165749 	4.82007 	2.45859
0.381174 	96.7335 	0.349509 	4.24019 	2.34072
0.410428 	88.1849 	0.490857 	3.74881 	2.42628
0.392435 	96.1124 	0.354151 	4.23814 	2.33585
0.371542 	114.225 	0.161361 	4.73827 	2.5438
0.328275 	112.921 	0.183652 	4.98395 	2.50017
0.345876 	131.648 	-0.0862722 	6.13649 	2.3965
0.319896 	125.674 	-0.13291 	5.56696 	2.40396
0.424275 	90.0156 	0.379584 	4.19215 	2.33938
0.341668 	87.5256 	0.398078 	3.64237 	3.10595
0.41182 	90.8601 	0.308238 	4.20965 	2.57352
0.409129 	87.2184 	0.462967 	3.80956 	2.32056
0.355023 	112.677 	0.12337 	4.85042 	2.44004
0.389775 	139.865 	-0.312727 	7.12932 	2.05374
0.396909 	153.24 	-0.578476 	7.9748 	2.25377
0.412581 	91.0467 	0.50732 	3.74701 	2.38856
0.344155 	87.8015 	0.436232 	3.41216 	3.22812
0.387228 	74.4415 	0.757279 	2.54068 	3.52979
0.453204 	86.0707 	0.367669 	4.11999 	2.63602
0.361641 	102.096 	0.310059 	4.34886 	2.3775
0.361828 	143.312 	-0.271496 	6.81887 	2.73221
